content,score,Label
"Saya pesan tiket bus dengan kelas executive dari traveloka setelah sampai agen bus saya dapat kelas patas downgrade dari tiket yang sudah saya pesan 2 hari yang lalu, dari pihak traveloka tidak ada konfirmasi tentang masalah ini sedangkan saya sudah bayar tiket lebih mahal dari kelas yang saya dapat sekarang dan pastinya fasilitas pun berbeda. Saya kira aplikasi ini bisa di percaya ternyata saya salah. Dan saya sudah coba hubungi Call center dan tidak bisa. Saya menyesal pakai aplikasi ini.",1,Negatif
"Terimakasih semuanya Traveloka, lain kali kalau ngasih Voucher Coupon buat diskon itu yang betul bisa di pake, bukan cuman untuk pajangan doang, Okey",5,Positif
"baru pertamakali pesan hotel lewat traveloka, semoga benar dan bagus fasilitasnya",5,Positif
"Jumlah pembayaran saya salah kurang 307 padahal saya udah transfer 1.4juta cuman kekurangan 397perak perak terus saya top up 10rb eh bisa malah pembayaran yang tertunda udah ngak ada mohon min di bantuanya itu uang satu"" Nya saya buat adik saya berangkat 😭😭😭😭😭",2,Negatif
Setelah lama brlanggangan traveloka. Saat refund selalu gagal pada proses masukan PIN. Sungguh sangat mengecewakan. Kita sudah taat pada ketentuan sistem tetapi sistem itu sendiri yang persulit saya. Sungguh Sialan,1,Negatif
"Sorry untuk kali ini saya sangat kecewa dengan pelayanan penyedia travel, kecewa karena apa sudah saya jabarkan di aplikasi. Lebih kecewa lagi dari traveloka tidak memberi tindakan tegas ke penyedia layanan, seharusnya traveloka selaku wadah agen perjalanan bisa memberikan sanksi tegas agar para agen bisa maksimal dalam memberikan pelayanan. Saya sama sekali tidak mendapat solusi dari perjalanan yang saya rasa sangat mengecewakan, cukup perjalan shuttle bus yang pertama dan terakhir.",1,Negatif
mempermudah cari hotel dan tiket pesawat,5,Positif
"Bad service saya cc traveloka, ga pernah selesaikan masalah, lamaaaa bgt klo ada masalah terkait pembelian, live chat ke cust service jg lamaaaa.... Pas di call ke cust service mba2 nya judes",1,Negatif
"nih aplikasi kacau banget, gw pesen hotel tgl 27 ampe 28 april 2023,, email yg masuk ke gw tgl 04 ampe 05 2023 mana gak bisa reschedule dan refund, rugi dah. bener2 kacau nih aplikasi!!!",1,Negatif
top markotop... selalu setia dengan traveloka,5,Positif
Setelah ganti HP.. tidak bisa login / daftar lagi.. ya sudah.. uninstall dan pakai apk lain. No sweat.,1,Negatif
banyak fitur yang memudahkan pencarian maupun pemesanan tiket.,5,Positif
"lebih mudah dan simple, dapat diskon lagi",5,Positif
"Bagus,klau bisa agak murah dikit tiketnya donk",5,Positif
sangat mempermudah dalam segala pemesanan 👍👍👍👍👍,5,Positif
"Pertama instal langsung kecewa banget, Traveloka flop",1,Negatif
"Kecewa bangat,saya memesan tiket batam-balikpapan,dengan jadwal penerbangan jam 13.30.dengan penerbangan 5jam 30 menit.stelah saya booking dan bayar kok malah berubah jam 08.30 dan masa penerbangan 28 jam...saya sangat kecewa",1,Negatif
"Traveloka aplikasi paling lemot yang pernah saya instal, agak kecewa sekarang pake traveloka karena loadingnya lama banget internet di pake buat yg lain aja kenceng.. Pdahal udah 5 tahun pake apk ini buat pesan tiket pesawat.. Cuma sekarang dah bobrok banget",1,Negatif
"sangat membantu, tapi kadang jadwal berubah membingungkan, harga tiket cepat sekali berubah.",3,
Mengecewakan. Sudah mendapatkan konfirmasi & tertulis di voucher mendapatkan jatah sarapan untuk 4 tamu ternyata realisasi oleh pihak hotel hanya untuk 2 tamu. Tidak ada solusi dan kompensasi. Kalau belum deal dengan pihak hotel jangan kasih harapan palsu ke konsumen.,1,Negatif
pertama pake traveloka semoga perjalanan lancar,4,Positif
Parah gakjelas banget rekomendasi hotelnya murah digambar nya gak sesuai udah gitu harganya lumayan Sangat tidak direkomendasikan,1,Negatif
luas bagus harga high season,5,Positif
"Traveloka mantap,recomended, lebih banyak lagi diskon",5,Positif
smga sllu mempermudah langgananya dan semakin sukses terus traveloka,5,Positif
kemana aja lebih mudah pakai travelola,5,Positif
Transfers sudah berhasil... waktu Confirmasi pesanan habis... Uang tidak kembali... 👎 Tidak untuk kedua kalinya pesan di sini....,1,Negatif
sangat memudahkan untuk membeli tiket,5,Positif
"Sekarang mahal banget 😭 App nya bagus sih, tapi itu lah mahal nya ampunnn .. Dulu Batam - pekan baru cuma 300 rb Skrg udah hampir 1 jutaan 😭😭 kasian kita yg merantau jauh2 . Mau pesan tiket lihat harga nya 😮😦😲😲😱😱😱",3,
"Level sudah borzen prioritas akan tetap pesan hotel dan tiket, SMS OTP tidak bisa , mohon di perbaiki sistem knapa SMS OTP tidak bisa.",5,Positif
"Setelah pakai aplikasi ini selama kurang lebih 6 tahun awal"" Bagus dan baru kali ini saya di kecewain,sebelum saya pencarian hotel pada hari lebaran ke 2 tanggal sudah saya set tanggal dan memang pada saat itu sedikit sekali muncul nya, dan ada penawaran sepesial di bawa nya setelah saya klik dan pesan, saya baru sadar ketika sudah di hotel malam hari saat saya mau cek in ehh tanggak promo nya beda, setelah saya complain di cs nya malah pada inti nya slow respon dan intinya nyalahin balik",1,Negatif
Traveloka harusnya menambahkan sistem berbagi masuk link atau sistem pesanan untuk dapat check in di akun Traveloka lainnya. ( contoh kantor perusahaan pesan tiket pengguna lain bisa check in melalui aplikasi ). Terimakasih,4,Positif
"Kecewa banget mau pesan experience ditraveloka pake paylater gak bisa alasannya keamanan, padahal selama ini sy tdk pernah bermasalah. Tbtb jadi gini rasanya malas banget pdahal sy pengguna lama",3,
"Saya pikir harga yg tertera sudah termasuk bagasi,, pas mau pembayaran ternyata harus bayar harga bagasi,, gak jadi pesan",1,Negatif
"Pesen disini , dapet penginapan yg tibatiba full booked. Jadi gabisa masuk. Padahal udah bayar lunas.",1,Negatif
App ini semakin lama semakin tidak profesional. Mulai ragu dengan layanannya.,2,Negatif
"Padahal pas beli tiket di tgl 24 maret terus pas jadinya di tgl 1 mei. Gmana sihhh....aku udh ketik tgl check in sama check out, tapi ngga sesuai. Mana ngga bisa refaund",1,Negatif
satu aplikasi untuk semua perjalanan. kemanapun cukup dengan Traveloka.,5,Positif
"Gila traveloka ini, harga nya jauh lebih mahal dibanding dengan harga langsung on the spot. Setiap pesan hotel saya slalu cek dulu sama / lebih murah harganya, dan setelah beberapa kali pesan hotel pasti traveloka lebih mahal 20-30%",1,Negatif
"memesan tiket maupun booking hotel, traveloka sangat membantu jadi lebih mudah..",5,Positif
"Capek we, ga bisa berkata-kata lagi deh :""(,.. sebelum update appnya :), setelah update :'(... Sumpah gw bukannya untung, malah buntung. Bring back all of my m*ney. Bringgg it back to me!!!! Kembaliin! Nominalnya gede itu buatkuT-T",1,Negatif
cepat dan sangat praktis,5,Positif
Susah banget daptar data ngajuin playlater Di tolak harus nunggu daptar 6 bulan lagi Lebih baik gak usah Enak pitur yg dulu ga ribet,3,
"Sudh bersihkan cache, data on dan kenceng, tapi ada maslah dgan jaringan trus, aplikasi yg lain aman2 aja dibuka",1,Negatif
"Boxing bis ga sesuai tujuan padahal di aplikasi nya tujuan nya udah bener , tolong di perjelas bagi pengguna baru kaya saya blm tahu . Terimakasih",2,Negatif
"ui dan ux nya baguss mantull, kalau bisa tambahin cart / keranjang",5,Positif
"Harusnya traveloka lebih selektif cari partner hotel, krn hotel yg tidak layak dihuni bisa diiklankan oleh traveloka, coba cek hotel ogh doni di jogja (pintu tidak bisa ditutup dan dikunci, tidak ada minum, handuk, tidak ada peralatan mandi). Masih bagus kamar kos.",1,Negatif
"sangat membantu jika ingin staycation bareng keluarga,,punya byk recommended dr mulai tiket pesawat sampe hotel/apartment",5,Positif
"Sudah 4 kali pesan hotel via traveloka dan bermasalah, 2 masalah hotel sudah tidak bekerka sama lagi dan 2 sudah booking dan pembayaran tapi ternyata sampai di hotel room penuh",1,Negatif
"Sangat kecewa berat saya Saya pesan kamar di traveloka denganharga asli yang tertulis dengan harga 549.000 menjadi 413.000 karna ada diskon dan lagi saat lebaran saya liat kamarnya yang diterapkan di foto berbeda dengan harga aslinya yang di beri tahu oleh pihak hotel adalah ""118.000 - 200.000"" saja kenapa saya malah diberi harga 494.636 saya benar-benar sangatttttt kecewa BERAT pihak hotel juga bilang tidak ada harga sampai 400.000 an tidak ada paling mahal hanya 200.000 SAYA SANGAT KECEWA",1,Negatif
sangat bermanfaat penggunaannya yg SGT simpel pembayaran pun bisa di mini market.traveloka akan lebih baik lagi kalo ada fitu simpan uang kayak shopeepay misalnya.dan juga bisa transfer uang👍👍👍👍👍👍👍👍👍,5,Positif
transaksi lebih gampang melalui traveloka,5,Positif
mau refun gak bisa. pdhl hotel sudah tutup.... trus gimana??? udah jauh2 dtg malah gak bisa nginep..,1,Negatif
memudahkan dalam setiap perjalanan,5,Positif
suka bgt booking d traveloka jdi dpt harga lbih murah,5,Positif
"Biar cepat respons ttg apa Yg kita inginkan, di kasih 5 aja biar cepat",5,Positif
Iklan nya mengganggu,1,Negatif
Masa hrga nya gk sesuai.. Psen di traveloka lebih mahal🥺,2,Negatif
Traveloka memang Terbaik tuk Perjalanan jadi lebih mudah,5,Positif
Sangat membantu dan puas dalam pelayanan serta kemudahan transaksi. Namun saya masih belum bisa QRIS. Mungkin dapat dikembangkan lagi di dalam penggunaan transaksi lainnya,5,Positif
"enak, cepat , mudah, dan ga ribet",5,Positif
cepat dan akurat,5,Positif
Tolong traveloka apakah bisa mengatasi masalah ini jadi saya pengen mesen tiket melalui traveloka tetapi aplikasi nya nge bug traveloka terus berhenti ini kenapa ya😰,3,
"Mantap, walaw salah pemesanan tanggal tetap bisa dirubah dengan tanggal yang diinginkan meskipun diaplikasi tidak bisa refund dan seschedule",5,Positif
kebetulan saya erlangganan dihotel ini....harga nya tiba2 naik di 1jt padahal setelah pemesanan harga nya balik normal 600 an..,3,
mantap aplikasinya saya sdh lama tau ini ui nya keren dan ux nya keren,5,Positif
service cepat keren,5,Positif
"Kecewa bngt ajukan refound tapi terus aja suruh nunggu, buruknya lagi apart yang sudh tidak oprasional tidak di blok dari aplikasi sehingga banyak korban yg tertipu dan saat mengajukan refound slow res dari pihak traveloka nya. Bahkan sampe dana tidak bisa kembali. Mending kalo nominal uang kecil ga masalah!!! Tolong dong pihak traveloka harus bnyak bnyak evaluasi lagi. Sebagai pengguna baru sangan kecewa dan membuat jera sekali!!!!",1,Negatif
terimakasih sudah mempermudah untuk mendapatkan tiket pesawat,4,Positif
mudah dan praktis,5,Positif
Tiket dan hotel lumayan mehong penawarannya,2,Negatif
"𝚂𝚎𝚕𝚊𝚖𝚊 𝚙𝚎𝚜𝚊𝚗 𝚝𝚒𝚔𝚎𝚝 𝚙𝚎𝚜𝚊𝚠𝚊𝚝 𝚍𝚊𝚗 𝚑𝚘𝚝𝚎𝚕 𝚝𝚒𝚍𝚊𝚔 𝚙𝚎𝚛𝚗𝚊𝚑 𝚖𝚎𝚗𝚐𝚎𝚌𝚎𝚠𝚊𝚔𝚊𝚗 𝚍𝚊𝚗 𝚜𝚎𝚕𝚊𝚕𝚞 𝚝𝚎𝚙𝚊𝚝, 𝚝𝚒𝚍𝚊𝚔 𝚙𝚎𝚛𝚗𝚊𝚑 𝚝𝚎𝚛𝚔𝚎𝚗𝚍𝚊𝚕𝚊",5,Positif
sangat membantu mobilitas,5,Positif
"Di aplikasi ada pemberitahuan refund telah berhasil dan nomor pesanan udh di hapus tapi dana nya ga nyampe di rekening, anehhh",3,
kebanyakan erornya masak hotel di bali biasa 300rb naik 15juta.gila.......gak ke bali gak apa2 sdh.,1,Negatif
pelayanan sangat memuaskan,5,Positif
Untuk Reschedule dari minggu lalu ku coba gk bisa terus pas buka halaman pengisian data,1,Negatif
"Traveloka emang kurang ajar ngajuin refund ga dikembalikan uang nya potongan juga besar,,,,semoga cepat bangkrut aamiin.",1,Negatif
Kok sekarang jadi susah pesen tiket kereta ya..tukisannya belum melayani rute ini..padahal pesen buat bulan mei...tolong bantuannya saya harus gimana,1,Negatif
"Tolong lebih proporsional menginfokan penerbangan yg reschedule oleh maskapai, jika perlu tidak usah bekerja sama dengan lion air!",1,Negatif
"Kalo sudah login otomatis data keisi dong!! Mau beli tiket kereta ketinggalan terus gara2 harus mSukin data, kan udah login data udah ada, lol",1,Negatif
cara cepat untuk pembelian tickets. thankyou🙏,5,Positif
"Kecewa bgt sih, parah, sama traveloka. Yg tadinya limit paylater 2,9juta di potong jadi 1,3 juta. Dengan alasan naik level trs emailnya masuk katanya pembayaran saya sering terlambat. Sy jatuh tempo tiap tgl 2. Tiap tgl 25 bulan sebelumnya itu sy byr dluan, jd ga prnh telat slama pake paylater. Tohh bukti2 pembayaran ada smua dr awal bayar ga prnh telat samsek. Tp alasan di potong krn itu. Yg masuk akal kek. Misal dlm kurun bbrp bln sy tdk melakukan perjalanan yah bisa2 saja. Dahh kapok bgt😪",3,
"keren kali order melalui traveloka, ga pake lama harga ok",4,Positif
lebih murah dari semuanya,5,Positif
Mantap harganya. Padahal beda akun beda harga hampir2x lipat.,2,Negatif
"Harga tiket awal 1.505.000 Saya ambil untuk 2 orang berarti 3.010.000... Setelah diproses, kok harga yg harus anda bayar menjadi 3.320.000 Apa ini, apa masalahnya ??? Kok jauh beda servisnya dari tahun2 sebelumnya ???",1,Negatif
"Selalu puas dengan aplikasi traveloka, sungguh sangat membantu aku. Tq yah traveloka",5,Positif
senang aja menggunakan aplikasi Traveloka dalam pembelian tiket pesawat dan hotel 🤓👍,5,Positif
makasih traveloka...sempat was2 gak dpt tiket murah buat perjalanan luar kota...tetap memberikan yg terbaik buat pelanggan yg lain ya..sukses selalu,5,Positif
sangat memudah kan untuk membeli tiket pesawat,5,Positif
"Ini kenapa yah kok gak bisa login ke akunku, malah masuknya jadi login baru, pdhal emailnya sama. Udah logout trus login lagi tetep sama. Masuknya ke akun yg baru, trus akun lama saya di kemanaiiin coba",1,Negatif
Hallo mohon bantuannya. Saya tidak bisa login saat instal baru di hape saya yg lain untuk memindahkan aku traveloka. Saya stack di pilihan negara dan bahasa. Tidak bisa lanjut di hape xiaomi poco m4 pro,3,
Kecewa!!!...Saat mendaftar paylater slalu ada kendala dalam pengisian alamat. Padahal alamat sudah sesuai. Harap di perbaiki,1,Negatif
terbaik dan memudahkan kita kalau mau travel,5,Positif
"Kenapa tiap di buka aplikasi ini selalu pembaruan, br di updatr 10 april, skrg 17 april mau update lagi, hadeeeehhhh",3,
mudah dan banyak promo nya..very recommended 👌👍,5,Positif
"Tolong pihak aplikasi kalau kursi bus nya sudah penuh berikan keterangan kursi penuh, saya sudah bela-belain top up di uang kok malah kursi penuh dan uang saya yg saya top up jadi sulit untuk dikembalikan",2,Negatif
kok tidak ada di menu tiket bioskop ??? kalaupun ada kok dibuat aga terdaftar ya? apa ada kenadal?,3,
terima kasih traveloka semoga makin baik dan lancar,5,Positif
sangat membantu dalam pelayanan dan pembelian tiket online,5,Positif
"Aplikasi yang memudahkan kita melalui pemesanan online tanpa terkendala jarak & waktu, serta harga yang kompetitif & terjangkau. Recommended Banget 👍",5,Positif
cepat dan mudah di gunakan,5,Positif
mantap ke dufan promo nya gak nanggung2 beli di apk traveloka,5,Positif
"Tolong ya traveloka kalau mau nawarin paylater isi data yang sudah benar tapi kok masih di tidak valid kan, kalau emang gak ada fitur paylater nya mending di hapus fiturnya, karena sangat mengecewakan. Percuma banyak fitur tapi tidak bisa digunakan. Terima kasih.",1,Negatif
"Sukses selalu klo pembatalan, cepat",5,Positif
"Daftar paylater traveloka susahnya minta ampun, pesan hotel bayar saat chek in jg ribet",1,Negatif
"jangan percaya dengan iklan promo. promonya omong kosong, voucher sudah diklaim, persyaratannya sudah terpenuhi, pas kupon dimasukin kaga bisa,",1,Negatif
"Saya mau nanya ke pihak traveloka, biasa kalau beli tiket pesawat ditraveloka bisa chek in online ,kok sekarang diaplikasi traveloka chek in online ya hilang",5,Positif
"Sangat membanru dlm perjalanan saya yg sering traveling,, cepat tepat dan akurat. Semoga ttp jadi yg terbaik.",5,Positif
bagus dan tingkatkan terus reward buat pelanggan traveloka,5,Positif
Dilengkapi dengan Cara pembayaran di ATM step by stepnya karena mentrasfer uang dengan jumlah banyak agak membuat ngeri jika salah cara transfer.,4,Positif
aplikasinya gampang buat cari tempat nginap,5,Positif
"Tolong sudahi kontrak colaborasi dengan uangku, aplikasi uangku ga jelas banget gabisa narik dana harus ke premium dulu lah ini lah itu lah.",3,
"memakai aplikasi ini sangat membantu karena harga sdh fix di depan, pemesanan juga mudah",5,Positif
"setelah update kok malah susah, bahkan utk mencari kota penerbangan & tujuan gk bisa...",1,Negatif
"kalau bisa bos ticket pesawat, dll dimurahin lah, supaya banyak orang yg milih beli tiket online nya via traveloka 🙏",5,Positif
Walaupun saya gak pernah jalan jalan di promo Traveloka tapi pas saya mau nonton atau main game tapi terganggu gitu tapi gapapa kok sekian dari saya assalamualaikum warahmatullahi,3,
"Pengalaman saya pernah beberapa kali refund, semua refund yg saya ajukan di kembalikan uangnya ke rekening. Hanya waktunya yg tdk bisa dipastikan berapa lama uang akan kembali. Ada yg cepat ada jg yg lama. Bersabar aja..",4,Positif
Sy sudah pengajuan untuk pay later tetap tidak di acc kenapa? Padahal sy sering pesan hotel,5,Positif
"Lama kelamaan aplikasi gak jelas! Mulai dari nomor diteror habis habisan pakai paylater sehari bisa 100x lebih di telp, penurunan limit secara tiba tiba dan reskedul komfirmasi yang lama sekali keburu tiket diambil orang alhasil gagal, PAYAH dan KECEWA!",1,Negatif
Kurang lengkap saat mncari tiket bus di pencarian hanya tertera tiket bus haryanto Saja sedangkan yg saya cari adalah sinar jaya,1,Negatif
"Ternyata mau re scedule tiket bis aja ngk bisa baru 2jm bayar tiketnya, kirain pakai aplikasi ini jd lebih mudah tp mlh jd ilang duit seluruh nya mana tiket return lagi ! 😂😂😂",1,Negatif
sangat mudah dalam pemesanan dan penggunaan kode promo. banyak lagi promonya,5,Positif
sumpah ini game bagus banget ☆☆☆☆☆ ini game terkenal lima bintang ya ampun keren nya ini game😁,5,Positif
Traveloka oke banget sangat membantu pelayanan nya,5,Positif
mantap bagi yang belum pakai Traveloka silakn untuk memudahkan urusan perjalanan anda,5,Positif
"Saya mau reschedule tiket tapi loading mulu, i perbaiki dong ini traveloka Kesel saya Dm di instagram juga respon nya lambat",2,Negatif
simpel dan cepat,5,Positif
Parah sih kgk bisa login. Salah password mulu. Ga bisa lupa password juga,1,Negatif
"Baca ni, serius, penting, pengalaman pribadi, kalo mesen buat perjalanan, mending pakai official nya aja, jangan pake perantara kek traveloka gini, serius, kalo ada kendala yg tidak d inginkan saat perjalanan ntah pesawat dll. Lu mau klaim ke traveloka malah rugi jir serius, malah lu d suruh bayar lagi, intinya rugi",1,Negatif
terlalu sedikit waktu yang di gunakan untuk pembayaran,5,Positif
"semoga dpt paylater lagi dr traveloka, sgt sng pakai aplikasi in",5,Positif
Sangat mengecewakan limit diturunkan saya g pernah telat bayar jatem tgl 28 saya bayar tgl 25 dan g pernah dadakan klo pesan pasti buat 2 minggu yg akan datang.,1,Negatif
Mudah dan cepat aksesnya,5,Positif
Traveloka saya bermaslah tdk bisa diakses biarpun sudah diperbaharui,2,Negatif
pesen disini selalu ada tempat dan pilihan... tksi traveloka,5,Positif
thanks . sy selalu pakai traveloka utk layanan tiket perjalanan,5,Positif
"Baru ngajuan paylater sudah di tolak gimana mau jadi pengguna tetap,,,,terimakasih atas penolakan nya",1,Negatif
"Pencarian mudah dan banyak, bisa cari homestay juga",5,Positif
Hmmm udah capek capek isi data pas klik untuk buss tiket habis kok ga ada tanda pas klik maaf tiket habis kan ga jelas,3,
"Sangat mengecewakan. Saya sudah pesan kamar di salah 1 wisma di daerah Palopo, sudah selesai melakukan pembayaran juga. Tapi pas ke tempat nya, katanya sudah tidak bekerjasama, dan pesanan saya tidak masuk di pihak mereka. Jadi saya tidak bisa memakai hak yang sudah saya bayar melalui traveloka. Itu kenapa bisa se tidak jelas begitu!",1,Negatif
bagus dan tingkatkan jangan lelet,5,Positif
"Pesan hotel, tiket tuk liburan di sni..dijamin praktis&trjangkau. Belum dpt kupon dll..Rekomen bgt.",5,Positif
sangatlah muda untuk pembayaran dan pembelian,5,Positif
memuaskan harga terjangkau,5,Positif
Thnkyuuu sudah sangat membantu Smoga kedepannya traveloka bisa lebih baik lagi.,5,Positif
"Untuk pengalaman yang mengecewakan, untuk pengajuan refund dana atas pembatalan penerbangan. Tidak berbentuk cash secara utuh... Seharusnya bentuk pengembaliannya harus sesuai dengan dana yang di ajukan... Bukan berbentuk credit, voucher, dll",1,Negatif
kok di punya saya ga keluar check in online???? di situ cuma tertera e tiket telah terbit tolong dong penjelasannya,3,
"Aplikasi lawak, Mau mesen tiket bus malah tampilan layar selalu item",1,Negatif
"aplikasi sangat membantu dan mantap dalam hal tranfortasi,,, SAYANGNYA KURANG , TAK BISA CEK IN ONLINE,,, BAGUS APLIKASI YG DULU.",4,Positif
"oke, lengkap isinya, ndak perlu susah susah bingung gimana gimana. satset pake traveloka",5,Positif
traveloka lg knp deh? abs diupdate mlh ngga bs diakses sm sekali 🤦🏻‍♀️ tolong dong diperbaikin lg systemny,3,
"Update terbaru banyak iklan pop up menutup layar bertubi menutup layar, apa2an ini.. kita hanya mau pesan hotel dgn cepat, itu sj...",1,Negatif
lebih mudah dan cepat,3,
harus lebih banyak promonya dan lebih murah dan mudah,5,Positif
Jaringan koneksi webnya tidak stabil,2,Negatif
"Udah beberapa hari error trs , heran !! Tolong di perbaiki lagi !",2,Negatif
Kecewa bget... dr mendaptkan limit 5 jt sampai turun ke 2 juta.. pemakaian memang max tapi tak pernh telat bahkan selalu bayar sblm jatuh tempo...,1,Negatif
Berat amat nih aplikasi. Kadang blank putih kadang muter-muter gak jelas,1,Negatif
Terimakasih Traveloka sudah mencarikan solusi untuk perubahan jadwal penerbangan. Semoga kedepannya lebih baik lagi,4,Positif
kembali mendapat mudah dan nyamannya dengan traveloka,5,Positif
"Mohon bantuannya saya gak bisa masuk ke akun saya karena harus verifikasi ke nomor hape yg lama, padahal nomor baru saya sudah terdaftar di akun",2,Negatif
Sya beli tiket pesawat sudah byar via mobile banking.. saldo sy sdh kepotong..tpi tiket tidak ada.. tolong lah traveloka..kmbalikan uang sy,1,Negatif
Kali ini kok beli tiket dan asuransi semua total sesuai. Pas mau Pembayar selisi harga hampir 200 rbu. Cek lis memang harga normal tdk ada selisi. Pas mau bayar ada selisi lgi dan hmpir 200 ribu. Padahal langganan di traveloka. Kayak gini jd mls,2,Negatif
"Paylater saya di blokir tanpa pemberitahuan, hanya krena lama gak dipake, padahal saya selalu bayar tepat waktu",2,Negatif
Traveloka makin mantap dengan postur yg banyak semakin mempermudah.,5,Positif
"Tolong ya traveloka ini saya beli bis ada tulisannya bisa reschedule tapi ternyata pas ditanya ke agennya gabisa, sama saja bohong dong. Udah gitu nomor agennya salah juga, ini gimana sih? Kalau gini kan jadi gabisa reschedule. Ditanya ke cs juga gaterlalu ngebantu dan malah nomor pesanan katanya tidak aktif padahal jelas2 aktif. Tolong lebih di perhatikan ini harga tiketnya lumayan.",1,Negatif
"Refund tidak bisa 100%, padahal pembatalan dari maskapai. Harusnya di ketentuan awal dikasih tahu kalau refund akan dikenakan biaya admin sebesar 50 ribu rupiah. Bukan hanya pasang stiker refundable di produknya",1,Negatif
Pelayanan bagus dan cepat. Mudah diakses,5,Positif
bagus... kalo ada kendala jangan lama lama di proses nya minimal 1 jam buat keputusan nya,5,Positif
sangat membantu..terima kasih traveloka....LDR jalan trus biar blom gajihan 😁😁,5,Positif
Tambah lemot... Rah jelas lagi... Segera di perbaiki,1,Negatif
"terima kasih sdh byk membantu dan banyak pilihan pesawat. Sekedar saran, mohon ditambah rute penerbangan yg dulu sdh pernah ada , Bengkulu-Malang, Malang-Bengkulu & Lubuk Linggau -Malang, Malang-Lubuk Linggau. Kl memang bukan wilayah traveloka mohon disampaikan kpd pihak maskapai. Mksh",5,Positif
"Waktu kita setting,aplikasi download bahasa indonesia tapi selalu muncul gagal karena internet terputus padahal internet baik baik saja. Pakai wifi maupaun paket data juga sama saja",2,Negatif
aplikasi mudah di gunakan. banyak pilihan promo. thank traveloka,5,Positif
banyak promooo buruan pakai traveloka....,5,Positif
"Kenapa setelh update malah tambah berat ???sudh coba uninstal and reinstaltpi tetap aja, Katanya memperbaiki BUGS yg bau menjijikan, padahl HP sudh pake teknologi 7G bukan 5G lagi.",3,
terimakasih traveloka memudahkan semuanya perjalanan,5,Positif
"Aplikasi sialan beda hp beda harga , tolong di cek dulu sebelum membeli tiket , tiket yang sama penerbangan maskapai yang sama di jam penerbangan yang sama ,pesawat yang sama harga bisa 3x lipat lebih mahal kan as* review jujur not recommended traveloka",3,
"Apk tiba-tiba ga bisa dibuka, ngelag terus, sampai pakai WiFi pun tetap ga bisa, tolong di perbaiki lagi",1,Negatif
"Aplikasi taik...... Mau pesen tiket malah disuruh login akun dulu padahal udah login dari dulu, alhasil kehabisan tiket..... Taik.... Taik.... Taik kesel 🗿😡",1,Negatif
"sangat membantu sekali, mudah digunakan dan lengkap",5,Positif
"Aplikasi yg sangat membantu disaat pengen healing,apalagi kalo Paylater sebagian bisa diubah ke dana tunai sehingga liburan makin tenang n nyaman disaat butuh dana dadakan",5,Positif
Pelayanan sdh ada perbaikan. Proses re-schedule mudah. Proses refund juga mudah dan fair walaupun refund ke-2 pembayaran agak lama tapi dibayarkan penuh karena schedule dibatalkan oleh maskapai. Harapan saya pelayanan bagus ini dipertahankan dan ditingkatkan lagi.,5,Positif
sangat membantu dan memudahkan dalam pemesanan perjalanan via udara. makasih dan sukses terus utk memudahkan masyarakt. 👍👍,5,Positif
respon cs Traveloka masih relativ rendah karna tidak menyediakan operator yang responsif untuk menangani masalah costumer yang butuh penanganan cepat...🙏,4,Positif
"Setelah update malah ga bisa dibuka sama sekali, tulisannya terdapat masalah koneksi. Padahal buka aplikasi lain yang butuh pemakaian data besar ga ada masalah sama sekali",2,Negatif
Ini kenapa nge bug terusss..sampai normal baru aq rubah bintang 5,1,Negatif
banyakin promo bagi pengguna paylater dunk,5,Positif
App nya eror mulu ya. Tiap masuk detail pesawat yg digunakan. Malah out lsg ke menu... pdhl dr sekian os jualan tiket... bunganya ada tnpa biaya2 tàmbhan. Lainnya ada semua. Tolong dong app nya dibenerin. Speknya jgn tinggi2. Kasihan yg punya hp yg memorynya rwndah susah mau pake app nya,2,Negatif
cara mudah utk cari2 hotel dimanapun,5,Positif
Pesen tiket pesawat tapi sistem nya eror terus,1,Negatif
"terima kasih.sangat membantu sekali,dan level limit selalu di upgrade naik",5,Positif
"Akun traveloka susah untuk diakses, mandeg di logo burung. Harus di uninstal dulu, kemudian instal baru lagi, beberapakali saya mengalami ini. Traveloka jadi tidak nyaman untuk diakses kalau terus menerus seperti itu. Kalau hanya saya (karena perangkat), pasti bukan, karena dari sekian banyak app, HANYA traveloka yang suka ngadat...",3,
"traveloka keren, sangat membantu ketika kondisi krusial, love traveloka🥳",5,Positif
"Super sekali, sangat membantu dalam perjalanan saya selama ini, dan Alhamdulillah sudah berlangganan cukup lama dengan Traveloka, sukses selalu 🙏",5,Positif
"Saya baru mendownload aplikasinya, & coba membuka aplikasinya, tapi knp harga yg tertera hanya dlm USD, Euro & $ Australia, sedangkan tidak tersedia dalam rupiah, jadi bingung mengira"" harganya karna kurs naik turun, & jadi gak tau pasti berapa budget yg harus di sediakan untuk membeli tiket pesawat, dll.",2,Negatif
"Paylater disetujui tapi tidak bisa digunakan, masalah keamanan terus, jadi buat apa min? Dissapointed..",1,Negatif
"verifikasinya gagal terus, malah ada bacaan batas waktu pesan habis tapi uang tidak kembali",1,Negatif
Sangat mengecewakan merugikan customers saya beli tiket bus mau rubah jadwal tgl gak bisa .mana udah di bayar Sangatt merugikan,1,Negatif
