content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Mohon maaf, gimana cara refund ya? Karena ketika sampai hotel saya ditolak, karena tidak kerjasama dengan Traveloka, padahal saya sudah transfer, mau refund kok tidak bisa, sangat merugikan. Mohon bantuan. Terima kasih Saya Meras ditipu Pihak hotel dan traveloka, Pengajuan refund juga tidak bisa",1,Negatif,mohon maaf gimana cara refund ya karena ketika sampai hotel saya ditolak karena tidak kerjasama dengan traveloka padahal saya sudah transfer mau refund kok tidak bisa sangat merugikan mohon bantuan terima kasih saya meras ditipu pihak hotel dan traveloka pengajuan refund juga tidak bisa,mohon maaf gimana refund ya hotel ditolak kerjasama traveloka transfer refund merugikan mohon bantuan terima kasih meras ditipu hotel traveloka pengajuan refund,"['mohon', 'maaf', 'gimana', 'refund', 'ya', 'hotel', 'ditolak', 'kerjasama', 'traveloka', 'transfer', 'refund', 'merugikan', 'mohon', 'bantuan', 'terima', 'kasih', 'meras', 'ditipu', 'hotel', 'traveloka', 'pengajuan', 'refund']",mohon maaf gimana refund ya hotel tolak kerjasama traveloka transfer refund rugi mohon bantu terima kasih ras tipu hotel traveloka aju refund
sangat cocok dan bagus... keamanannya mantap pak security-nya,5,Positif,sangat cocok dan bagus keamanannya mantap pak securitynya,cocok bagus keamanannya mantap securitynya,"['cocok', 'bagus', 'keamanannya', 'mantap', 'securitynya']",cocok bagus aman mantap securitynya
"Jangan percaya sama promo2nya ya. Saya anggota traveloka udah lama. Ada kendala promo itu gk bisa dipake pada saat pembayaran dibilang kuota kupon terbatas,padahal kuota masih ratusan. Promonya sgt menipu. Hati2. Sudah dilaporkan lewat chat tapi sama sekali gk ada solusi. Sy sangat kecewa.",1,Negatif,jangan percaya sama promonya ya saya anggota traveloka udah lama ada kendala promo itu gk bisa dipake pada saat pembayaran dibilang kuota kupon terbataspadahal kuota masih ratusan promonya sgt menipu hati sudah dilaporkan lewat chat tapi sama sekali gk ada solusi sy sangat kecewa,percaya promonya ya anggota traveloka udah kendala promo gk dipake pembayaran dibilang kuota kupon terbataspadahal kuota ratusan promonya sgt menipu hati dilaporkan chat gk solusi sy kecewa,"['percaya', 'promonya', 'ya', 'anggota', 'traveloka', 'udah', 'kendala', 'promo', 'gk', 'dipake', 'pembayaran', 'dibilang', 'kuota', 'kupon', 'terbataspadahal', 'kuota', 'ratusan', 'promonya', 'sgt', 'menipu', 'hati', 'dilaporkan', 'chat', 'gk', 'solusi', 'sy', 'kecewa']",percaya promonya ya anggota traveloka udah kendala promo gk dipake bayar bilang kuota kupon terbataspadahal kuota ratus promonya sgt tipu hati lapor chat gk solusi sy kecewa
"Ada apa dgn traveloka, saya tidak dapat melakukan pembelian tiket pesawat, setiap di masukkan nama yg terahir dan di simpan selalu kembali ke menu awal harus pilih maskapai, begitu terus ber ulang-ulang, lalu keluar kolom merah dgn tulisan, maaf ada masalah di sistem kami saat ini, maaf kalo boleh tau ada gangguan apa ya di aplikasi traveloka, mohon infonya, trima kasih",5,Positif,ada apa dgn traveloka saya tidak dapat melakukan pembelian tiket pesawat setiap di masukkan nama yg terahir dan di simpan selalu kembali ke menu awal harus pilih maskapai begitu terus ber ulangulang lalu keluar kolom merah dgn tulisan maaf ada masalah di sistem kami saat ini maaf kalo boleh tau ada gangguan apa ya di aplikasi traveloka mohon infonya trima kasih,dgn traveloka pembelian tiket pesawat masukkan nama yg terahir simpan menu pilih maskapai ber ulangulang kolom merah dgn tulisan maaf sistem maaf kalo tau gangguan ya aplikasi traveloka mohon infonya trima kasih,"['dgn', 'traveloka', 'pembelian', 'tiket', 'pesawat', 'masukkan', 'nama', 'yg', 'terahir', 'simpan', 'menu', 'pilih', 'maskapai', 'ber', 'ulangulang', 'kolom', 'merah', 'dgn', 'tulisan', 'maaf', 'sistem', 'maaf', 'kalo', 'tau', 'gangguan', 'ya', 'aplikasi', 'traveloka', 'mohon', 'infonya', 'trima', 'kasih']",dgn traveloka beli tiket pesawat masuk nama yg terahir simpan menu pilih maskapai ber ulangulang kolom merah dgn tulis maaf sistem maaf kalo tau ganggu ya aplikasi traveloka mohon info trima kasih
"Ada apa dengan paylater Traveloka kok mau daftar selalu gagal memuat server terus, gak guna mending uninstall aja",1,Negatif,ada apa dengan paylater traveloka kok mau daftar selalu gagal memuat server terus gak guna mending uninstall aja,paylater traveloka daftar gagal memuat server gak mending uninstall aja,"['paylater', 'traveloka', 'daftar', 'gagal', 'memuat', 'server', 'gak', 'mending', 'uninstall', 'aja']",paylater traveloka daftar gagal muat server gak mending uninstall aja
"Pas nyari hotel dengan filter harga terendah,, ups sistem mengalami gangguan. Wkwkw ram nya 256mb kyk nya nih server",2,Negatif,pas nyari hotel dengan filter harga terendah ups sistem mengalami gangguan wkwkw ram nya mb kyk nya nih server,pas nyari hotel filter harga terendah ups sistem mengalami gangguan wkwkw ram nya mb kyk nya nih server,"['pas', 'nyari', 'hotel', 'filter', 'harga', 'terendah', 'ups', 'sistem', 'mengalami', 'gangguan', 'wkwkw', 'ram', 'nya', 'mb', 'kyk', 'nya', 'nih', 'server']",pas nyari hotel filter harga rendah ups sistem alami ganggu wkwkw ram nya mb kyk nya nih server
"Kecewa dengan traveloka Paylater, sistem dan analisa kreditnya. Historinya saya sebelumnya bekerja di perusahaan yg gajian setiap tanggal 25 set tanggal jatuh tempo sebelumnya adalah tgl 28, dan kemudian saya di hire oleh perusahaan lain dengan salary lebih tinggi, hanya tanggal gajian setiap akhir bulan, saya sudah mengajukan perubahan tanggal jatuh tempo ke traveloka namun di tolak, sehingga beberapa kali saya terhitung telat 3 hari, dan limit nya turun. dan ga ada solusi terkait ini",1,Negatif,kecewa dengan traveloka paylater sistem dan analisa kreditnya historinya saya sebelumnya bekerja di perusahaan yg gajian setiap tanggal  set tanggal jatuh tempo sebelumnya adalah tgl  dan kemudian saya di hire oleh perusahaan lain dengan salary lebih tinggi hanya tanggal gajian setiap akhir bulan saya sudah mengajukan perubahan tanggal jatuh tempo ke traveloka namun di tolak sehingga beberapa kali saya terhitung telat  hari dan limit nya turun dan ga ada solusi terkait ini,kecewa traveloka paylater sistem analisa kreditnya historinya perusahaan yg gajian tanggal set tanggal jatuh tempo tgl hire perusahaan salary tanggal gajian mengajukan perubahan tanggal jatuh tempo traveloka tolak kali terhitung telat limit nya turun ga solusi terkait,"['kecewa', 'traveloka', 'paylater', 'sistem', 'analisa', 'kreditnya', 'historinya', 'perusahaan', 'yg', 'gajian', 'tanggal', 'set', 'tanggal', 'jatuh', 'tempo', 'tgl', 'hire', 'perusahaan', 'salary', 'tanggal', 'gajian', 'mengajukan', 'perubahan', 'tanggal', 'jatuh', 'tempo', 'traveloka', 'tolak', 'kali', 'terhitung', 'telat', 'limit', 'nya', 'turun', 'ga', 'solusi', 'terkait']",kecewa traveloka paylater sistem analisa kredit histori usaha yg gaji tanggal set tanggal jatuh tempo tgl hire usaha salary tanggal gaji aju ubah tanggal jatuh tempo traveloka tolak kali hitung telat limit nya turun ga solusi kait
"Kecewa sekali dengan pihak traveloka, karena proses pengajuan refund yang tidak bisa di atasi dengan baik dan malah mempersulit",1,Negatif,kecewa sekali dengan pihak traveloka karena proses pengajuan refund yang tidak bisa di atasi dengan baik dan malah mempersulit,kecewa traveloka proses pengajuan refund atasi mempersulit,"['kecewa', 'traveloka', 'proses', 'pengajuan', 'refund', 'atasi', 'mempersulit']",kecewa traveloka proses aju refund atas sulit
Sangat burukkkkk... Kamar sudah penuh masih terima orderan... Begitu kita datang di hotel yg kita pesan malah di lemparkan ke hotel lain... Ga bisa di kembalikan uangnya... Bener2 sangat buruuuukkkkkkkkk... Saya sangat setuju sekali dengan yg ngasih bintang 1...karena memang begitu buruknya,1,Negatif,sangat burukkkkk kamar sudah penuh masih terima orderan begitu kita datang di hotel yg kita pesan malah di lemparkan ke hotel lain ga bisa di kembalikan uangnya bener sangat buruuuukkkkkkkkk saya sangat setuju sekali dengan yg ngasih bintang karena memang begitu buruknya,burukkkkk kamar penuh terima orderan hotel yg pesan lemparkan hotel ga kembalikan uangnya bener buruuuukkkkkkkkk setuju yg ngasih bintang buruknya,"['burukkkkk', 'kamar', 'penuh', 'terima', 'orderan', 'hotel', 'yg', 'pesan', 'lemparkan', 'hotel', 'ga', 'kembalikan', 'uangnya', 'bener', 'buruuuukkkkkkkkk', 'setuju', 'yg', 'ngasih', 'bintang', 'buruknya']",burukkkkk kamar penuh terima order hotel yg pesan lempar hotel ga kembali uang bener buruuuukkkkkkkkk tuju yg ngasih bintang buruk
"Fitur paylater sebenarnya sangat membantu dalam transaksi di traveloka, tapi sangat susah untuk mendaftar. Beberapa kali coba dan ulangi tapi selalu gagal dan ditolak",4,Positif,fitur paylater sebenarnya sangat membantu dalam transaksi di traveloka tapi sangat susah untuk mendaftar beberapa kali coba dan ulangi tapi selalu gagal dan ditolak,fitur paylater membantu transaksi traveloka susah mendaftar kali coba ulangi gagal ditolak,"['fitur', 'paylater', 'membantu', 'transaksi', 'traveloka', 'susah', 'mendaftar', 'kali', 'coba', 'ulangi', 'gagal', 'ditolak']",fitur paylater bantu transaksi traveloka susah daftar kali coba ulang gagal tolak
Sya ganti hp dan login ke traveloka namun kode verifikasi tdk masuk ke email...dan sdh sy ulang berkali2 namun hasilnya sama..tdk ada kode verifikasi/otp yg masuk mhn pencerahanya.,2,Negatif,sya ganti hp dan login ke traveloka namun kode verifikasi tdk masuk ke emaildan sdh sy ulang berkali namun hasilnya samatdk ada kode verifikasiotp yg masuk mhn pencerahanya,sya ganti hp login traveloka kode verifikasi tdk masuk emaildan sdh sy ulang berkali hasilnya samatdk kode verifikasiotp yg masuk mhn pencerahanya,"['sya', 'ganti', 'hp', 'login', 'traveloka', 'kode', 'verifikasi', 'tdk', 'masuk', 'emaildan', 'sdh', 'sy', 'ulang', 'berkali', 'hasilnya', 'samatdk', 'kode', 'verifikasiotp', 'yg', 'masuk', 'mhn', 'pencerahanya']",sya ganti hp login traveloka kode verifikasi tdk masuk emaildan sdh sy ulang kali hasil samatdk kode verifikasiotp yg masuk mhn pencerahanya
"Menu REFUND tidak bisa dilihat/terbuka,selalu log out dan muncul tulisan : Maaf,terjadi kendala pada sistem kami. Sy sudah capek bikin laporan tapi tidak ada solusi nya.",1,Negatif,menu refund tidak bisa dilihatterbukaselalu log out dan muncul tulisan  maafterjadi kendala pada sistem kami sy sudah capek bikin laporan tapi tidak ada solusi nya,menu refund dilihatterbukaselalu log out muncul tulisan maafterjadi kendala sistem sy capek bikin laporan solusi nya,"['menu', 'refund', 'dilihatterbukaselalu', 'log', 'out', 'muncul', 'tulisan', 'maafterjadi', 'kendala', 'sistem', 'sy', 'capek', 'bikin', 'laporan', 'solusi', 'nya']",menu refund dilihatterbukaselalu log out muncul tulis maafterjadi kendala sistem sy capek bikin lapor solusi nya
"murah dari yg lain, harga yang terlihat tidak menipu, itu sdh termasuk Ppn. pembayaran gampang tidak ribet. semoga semakin banyak promo lagi.",5,Positif,murah dari yg lain harga yang terlihat tidak menipu itu sdh termasuk ppn pembayaran gampang tidak ribet semoga semakin banyak promo lagi,murah yg harga menipu sdh ppn pembayaran gampang ribet semoga promo,"['murah', 'yg', 'harga', 'menipu', 'sdh', 'ppn', 'pembayaran', 'gampang', 'ribet', 'semoga', 'promo']",murah yg harga tipu sdh ppn bayar gampang ribet moga promo
"terima kasih traviloka sangat membantu sekali segala pembayaran apa pun cepat,mudah dan praktis sekali",5,Positif,terima kasih traviloka sangat membantu sekali segala pembayaran apa pun cepatmudah dan praktis sekali,terima kasih traviloka membantu pembayaran cepatmudah praktis,"['terima', 'kasih', 'traviloka', 'membantu', 'pembayaran', 'cepatmudah', 'praktis']",terima kasih traviloka bantu bayar cepatmudah praktis
Kecewa dengan pelayanan Traveloka resechedule dikenakan biaya. Trus tidak diberi tahu klo ada penggantian pesawat secepatnya. Pelayanan sangat buruk,1,Negatif,kecewa dengan pelayanan traveloka resechedule dikenakan biaya trus tidak diberi tahu klo ada penggantian pesawat secepatnya pelayanan sangat buruk,kecewa pelayanan traveloka resechedule dikenakan biaya trus klo penggantian pesawat secepatnya pelayanan buruk,"['kecewa', 'pelayanan', 'traveloka', 'resechedule', 'dikenakan', 'biaya', 'trus', 'klo', 'penggantian', 'pesawat', 'secepatnya', 'pelayanan', 'buruk']",kecewa layan traveloka resechedule kena biaya trus klo ganti pesawat cepat layan buruk
"saya pengguna traveloka sudah lama dan tidak pernah telat bayat cicilan..mlh kenapa skrmg akun dinonaktifkan???bnr2 kecewa saya pdhl limit 50jt tp dinonaktifkan..parah semua koment bintang 1,dah rame2 galbay aja semua dan pindah keaplikasi sebelah yg lebih baik dan lbh melihat cs...travelosit👎👎👎👎👎👎👎👎 not recommend aplikation in world..like your familly",1,Negatif,saya pengguna traveloka sudah lama dan tidak pernah telat bayat cicilanmlh kenapa skrmg akun dinonaktifkanbnr kecewa saya pdhl limit jt tp dinonaktifkanparah semua koment bintang dah rame galbay aja semua dan pindah keaplikasi sebelah yg lebih baik dan lbh melihat cstravelosit not recommend aplikation in worldlike your familly,pengguna traveloka telat bayat cicilanmlh skrmg akun dinonaktifkanbnr kecewa pdhl limit jt tp dinonaktifkanparah koment bintang dah rame galbay aja pindah keaplikasi sebelah yg lbh cstravelosit not recommend aplikation in worldlike your familly,"['pengguna', 'traveloka', 'telat', 'bayat', 'cicilanmlh', 'skrmg', 'akun', 'dinonaktifkanbnr', 'kecewa', 'pdhl', 'limit', 'jt', 'tp', 'dinonaktifkanparah', 'koment', 'bintang', 'dah', 'rame', 'galbay', 'aja', 'pindah', 'keaplikasi', 'sebelah', 'yg', 'lbh', 'cstravelosit', 'not', 'recommend', 'aplikation', 'in', 'worldlike', 'your', 'familly']",guna traveloka telat bayat cicilanmlh skrmg akun dinonaktifkanbnr kecewa pdhl limit jt tp dinonaktifkanparah koment bintang dah rame galbay aja pindah aplikasi belah yg lbh cstravelosit not recommend aplikation in worldlike your familly
Bulan kemarin bisa pakai virtualakun di paylater sekrang malah ga bisa kata nya level nya belum cukup pdhaal abs naik level 🤣 gimana ini masa harus turun level dlu,2,Negatif,bulan kemarin bisa pakai virtualakun di paylater sekrang malah ga bisa kata nya level nya belum cukup pdhaal abs naik level  gimana ini masa harus turun level dlu,kemarin pakai virtualakun paylater sekrang ga nya level nya pdhaal abs level gimana turun level dlu,"['kemarin', 'pakai', 'virtualakun', 'paylater', 'sekrang', 'ga', 'nya', 'level', 'nya', 'pdhaal', 'abs', 'level', 'gimana', 'turun', 'level', 'dlu']",kemarin pakai virtualakun paylater sekrang ga nya level nya pdhaal abs level gimana turun level dlu
"Terlalu banyak notifikasi iklan, gak penting. Akibatnya bikin repot hapusin nya",1,Negatif,terlalu banyak notifikasi iklan gak penting akibatnya bikin repot hapusin nya,notifikasi iklan gak akibatnya bikin repot hapusin nya,"['notifikasi', 'iklan', 'gak', 'akibatnya', 'bikin', 'repot', 'hapusin', 'nya']",notifikasi iklan gak akibat bikin repot hapusin nya
Saya user baru . Ini kenapa tiap mau ngecek tiket pesawat ga bisa ??. Udah 10 kali . Udah log.out akun log.in lagi tetep gabisa . Apk udah versi terbaru (terupdate),2,Negatif,saya user baru  ini kenapa tiap mau ngecek tiket pesawat ga bisa  udah  kali  udah logout akun login lagi tetep gabisa  apk udah versi terbaru terupdate,user ngecek tiket pesawat ga udah kali udah logout akun login tetep gabisa apk udah versi terbaru terupdate,"['user', 'ngecek', 'tiket', 'pesawat', 'ga', 'udah', 'kali', 'udah', 'logout', 'akun', 'login', 'tetep', 'gabisa', 'apk', 'udah', 'versi', 'terbaru', 'terupdate']",user ngecek tiket pesawat ga udah kali udah logout akun login tetep gabisa apk udah versi baru terupdate
"Traveloka jelek bgt apps nya. Susah buat peswn apa apa. Walaupun lebih murah, tpi kalo useless buat apa",1,Negatif,traveloka jelek bgt apps nya susah buat peswn apa apa walaupun lebih murah tpi kalo useless buat apa,traveloka jelek bgt apps nya susah peswn murah tpi kalo useless,"['traveloka', 'jelek', 'bgt', 'apps', 'nya', 'susah', 'peswn', 'murah', 'tpi', 'kalo', 'useless']",traveloka jelek bgt apps nya susah peswn murah tpi kalo useless
Ini aplikasi paling bagus dripada apk yang lain untuk pesen tiket kereta api .. Walaupun untuk tiket mudik sering trouble.. tapi selalu dapat di traveloka... Thank you traveloka..,5,Positif,ini aplikasi paling bagus dripada apk yang lain untuk pesen tiket kereta api  walaupun untuk tiket mudik sering trouble tapi selalu dapat di traveloka thank you traveloka,aplikasi bagus dripada apk pesen tiket kereta api tiket mudik trouble traveloka thank you traveloka,"['aplikasi', 'bagus', 'dripada', 'apk', 'pesen', 'tiket', 'kereta', 'api', 'tiket', 'mudik', 'trouble', 'traveloka', 'thank', 'you', 'traveloka']",aplikasi bagus dripada apk sen tiket kereta api tiket mudik trouble traveloka thank you traveloka
Mau pesan tiket balik yg tgl 27 pake acara server sibuk. Lain kali developer nya diperbaiki jaman udh canggih masih aja gk sanggup serverny!!,1,Negatif,mau pesan tiket balik yg tgl  pake acara server sibuk lain kali developer nya diperbaiki jaman udh canggih masih aja gk sanggup serverny,pesan tiket yg tgl pake acara server sibuk kali developer nya diperbaiki jaman udh canggih aja gk sanggup serverny,"['pesan', 'tiket', 'yg', 'tgl', 'pake', 'acara', 'server', 'sibuk', 'kali', 'developer', 'nya', 'diperbaiki', 'jaman', 'udh', 'canggih', 'aja', 'gk', 'sanggup', 'serverny']",pesan tiket yg tgl pake acara server sibuk kali developer nya baik jaman udh canggih aja gk sanggup serverny
"Gk akan saya gunakan lagi ne aplikasi limit dari 4,5 jt pembayaran tidak pernah telat tiba2 turun limit jadi 1,5, terimakasih traveloka",1,Negatif,gk akan saya gunakan lagi ne aplikasi limit dari  jt pembayaran tidak pernah telat tiba turun limit jadi  terimakasih traveloka,gk ne aplikasi limit jt pembayaran telat turun limit terimakasih traveloka,"['gk', 'ne', 'aplikasi', 'limit', 'jt', 'pembayaran', 'telat', 'turun', 'limit', 'terimakasih', 'traveloka']",gk ne aplikasi limit jt bayar telat turun limit terimakasih traveloka
Udah pengajuan refund. Malah ditolak alasanya karena sudah di rescheduled. Padahal saya tidak ada permintaan reschedule .saya pengajuan refund. Sehari stelah pengajuan refund dan ditolak. Ada notifikasi dari maskapai perubahan jadwal. Tolong jangan menipu,1,Negatif,udah pengajuan refund malah ditolak alasanya karena sudah di rescheduled padahal saya tidak ada permintaan reschedule saya pengajuan refund sehari stelah pengajuan refund dan ditolak ada notifikasi dari maskapai perubahan jadwal tolong jangan menipu,udah pengajuan refund ditolak alasanya rescheduled permintaan reschedule pengajuan refund sehari stelah pengajuan refund ditolak notifikasi maskapai perubahan jadwal tolong menipu,"['udah', 'pengajuan', 'refund', 'ditolak', 'alasanya', 'rescheduled', 'permintaan', 'reschedule', 'pengajuan', 'refund', 'sehari', 'stelah', 'pengajuan', 'refund', 'ditolak', 'notifikasi', 'maskapai', 'perubahan', 'jadwal', 'tolong', 'menipu']",udah aju refund tolak alasanya rescheduled minta reschedule aju refund hari stelah aju refund tolak notifikasi maskapai ubah jadwal tolong tipu
"Pikir2 lagi pake traveloka buat penjemputan bandara ,paraah sih di tlp optr g bisa masak suruh nunggu 3 jam buat nunggu jawabannya ampe sekarang pun blm ada jawabannya.tau ga solusi dr CS nya namanya adi suruh naek transportasi lain 🤣🤣 dan ampe skg refund belom ada, jgn lagi pake traveloka",1,Negatif,pikir lagi pake traveloka buat penjemputan bandara paraah sih di tlp optr g bisa masak suruh nunggu  jam buat nunggu jawabannya ampe sekarang pun blm ada jawabannyatau ga solusi dr cs nya namanya adi suruh naek transportasi lain  dan ampe skg refund belom ada jgn lagi pake traveloka,pikir pake traveloka penjemputan bandara paraah sih tlp optr g masak suruh nunggu jam nunggu jawabannya ampe blm jawabannyatau ga solusi dr cs nya namanya adi suruh naek transportasi ampe skg refund belom jgn pake traveloka,"['pikir', 'pake', 'traveloka', 'penjemputan', 'bandara', 'paraah', 'sih', 'tlp', 'optr', 'g', 'masak', 'suruh', 'nunggu', 'jam', 'nunggu', 'jawabannya', 'ampe', 'blm', 'jawabannyatau', 'ga', 'solusi', 'dr', 'cs', 'nya', 'namanya', 'adi', 'suruh', 'naek', 'transportasi', 'ampe', 'skg', 'refund', 'belom', 'jgn', 'pake', 'traveloka']",pikir pake traveloka jemput bandara paraah sih tlp optr g masak suruh nunggu jam nunggu jawab ampe blm jawabannyatau ga solusi dr cs nya nama adi suruh naek transportasi ampe skg refund bom jgn pake traveloka
"UI tidak bagus, seperti baca koran terlalu banyak tulisan. dan cenderung menjebak untuk asuransi penerbangan yang auto dipilih. kalo mata tidak teliti akan masuk kepembayaran.",1,Negatif,ui tidak bagus seperti baca koran terlalu banyak tulisan dan cenderung menjebak untuk asuransi penerbangan yang auto dipilih kalo mata tidak teliti akan masuk kepembayaran,ui bagus baca koran tulisan cenderung menjebak asuransi penerbangan auto dipilih kalo mata teliti masuk kepembayaran,"['ui', 'bagus', 'baca', 'koran', 'tulisan', 'cenderung', 'menjebak', 'asuransi', 'penerbangan', 'auto', 'dipilih', 'kalo', 'mata', 'teliti', 'masuk', 'kepembayaran']",ui bagus baca koran tulis cenderung jebak asuransi terbang auto pilih kalo mata teliti masuk bayar
"Hari ini 11/3/23, saya update app....kok malah gak bisa masuk ?....saya buka yg lain lancar..(app ""P "" dan ""A"")... Nanti saya coba uninstall dulu..., Mungkin waktu update ada yg error...🙏 Betul ......,setelah saya install ulang jadi joosss....lancarrrr...😂🙏👍",5,Positif,hari ini  saya update appkok malah gak bisa masuk saya buka yg lain lancarapp p  dan a nanti saya coba uninstall dulu mungkin waktu update ada yg error betul setelah saya install ulang jadi joossslancarrrr,update appkok gak masuk buka yg lancarapp p a coba uninstall update yg error install ulang joossslancarrrr,"['update', 'appkok', 'gak', 'masuk', 'buka', 'yg', 'lancarapp', 'p', 'a', 'coba', 'uninstall', 'update', 'yg', 'error', 'install', 'ulang', 'joossslancarrrr']",update appkok gak masuk buka yg lancarapp p a coba uninstall update yg error install ulang joossslancarrrr
"Kok aplikasi ini gak bisa kebuka hanya muncul Tulisan Traveloka aja, di perbarui juga sudah tapi gak bisa, payah",2,Negatif,kok aplikasi ini gak bisa kebuka hanya muncul tulisan traveloka aja di perbarui juga sudah tapi gak bisa payah,aplikasi gak kebuka muncul tulisan traveloka aja perbarui gak payah,"['aplikasi', 'gak', 'kebuka', 'muncul', 'tulisan', 'traveloka', 'aja', 'perbarui', 'gak', 'payah']",aplikasi gak buka muncul tulis traveloka aja baru gak payah
"Aplikasi cepat, & mudah. Semua pemesanan dalam genggaman.",5,Positif,aplikasi cepat  mudah semua pemesanan dalam genggaman,aplikasi cepat mudah pemesanan genggaman,"['aplikasi', 'cepat', 'mudah', 'pemesanan', 'genggaman']",aplikasi cepat mudah mesan genggam
"Setelah update kok jadi lemot alias lambat,buka jadwal tiket pesawat loudingnya muter2,lebih baik yg sebelumnya",1,Negatif,setelah update kok jadi lemot alias lambatbuka jadwal tiket pesawat loudingnya muterlebih baik yg sebelumnya,update lemot alias lambatbuka jadwal tiket pesawat loudingnya muterlebih yg,"['update', 'lemot', 'alias', 'lambatbuka', 'jadwal', 'tiket', 'pesawat', 'loudingnya', 'muterlebih', 'yg']",update lot alias lambatbuka jadwal tiket pesawat loudingnya muterlebih yg
"Terlalu kecewa, sistem eror berhari2 tdk terselesaikan, konsultasi berhari2 tak ada solusi, sdh install ulang tetapi masih sama. Lebih baik tinggalkan cari yg lain yg lebih baik. Maaf",1,Negatif,terlalu kecewa sistem eror berhari tdk terselesaikan konsultasi berhari tak ada solusi sdh install ulang tetapi masih sama lebih baik tinggalkan cari yg lain yg lebih baik maaf,kecewa sistem eror berhari tdk terselesaikan konsultasi berhari solusi sdh install ulang tinggalkan cari yg yg maaf,"['kecewa', 'sistem', 'eror', 'berhari', 'tdk', 'terselesaikan', 'konsultasi', 'berhari', 'solusi', 'sdh', 'install', 'ulang', 'tinggalkan', 'cari', 'yg', 'yg', 'maaf']",kecewa sistem eror hari tdk selesai konsultasi hari solusi sdh install ulang tinggal cari yg yg maaf
"prosesnya sangat cepat, aplikasi Mudah praktis dan terpercaya itu terpenting.",5,Positif,prosesnya sangat cepat aplikasi mudah praktis dan terpercaya itu terpenting,prosesnya cepat aplikasi mudah praktis terpercaya terpenting,"['prosesnya', 'cepat', 'aplikasi', 'mudah', 'praktis', 'terpercaya', 'terpenting']",proses cepat aplikasi mudah praktis percaya penting
"Sulit sekali untuk mengajukan reschedule, fitur reschedule selalu gangguan. Respon dari CS selalu mengatakan jadwal penerbangan reschedule tidak tersedia. Katanya easy reschedule, tapi bener bener sulit utk reschedule di aplikasi ini. Aplikasi sering error.. Mohon tindak lanjutnya.. Terimakasih. Update : Terimakasih traveloka atas bantuannya. Masalah reschedule telah selesai..",5,Positif,sulit sekali untuk mengajukan reschedule fitur reschedule selalu gangguan respon dari cs selalu mengatakan jadwal penerbangan reschedule tidak tersedia katanya easy reschedule tapi bener bener sulit utk reschedule di aplikasi ini aplikasi sering error mohon tindak lanjutnya terimakasih update  terimakasih traveloka atas bantuannya masalah reschedule telah selesai,sulit mengajukan reschedule fitur reschedule gangguan respon cs jadwal penerbangan reschedule tersedia easy reschedule bener bener sulit utk reschedule aplikasi aplikasi error mohon tindak terimakasih update terimakasih traveloka bantuannya reschedule selesai,"['sulit', 'mengajukan', 'reschedule', 'fitur', 'reschedule', 'gangguan', 'respon', 'cs', 'jadwal', 'penerbangan', 'reschedule', 'tersedia', 'easy', 'reschedule', 'bener', 'bener', 'sulit', 'utk', 'reschedule', 'aplikasi', 'aplikasi', 'error', 'mohon', 'tindak', 'terimakasih', 'update', 'terimakasih', 'traveloka', 'bantuannya', 'reschedule', 'selesai']",sulit aju reschedule fitur reschedule ganggu respon cs jadwal terbang reschedule sedia easy reschedule bener bener sulit utk reschedule aplikasi aplikasi error mohon tindak terimakasih update terimakasih traveloka bantu reschedule selesai
"3x daftar paylater gagal, padahal transaksi, menggunakan traveloka, mending hapus pindah ke aplikasi lain, lebih mudah dan murah",1,Negatif,x daftar paylater gagal padahal transaksi menggunakan traveloka mending hapus pindah ke aplikasi lain lebih mudah dan murah,x daftar paylater gagal transaksi traveloka mending hapus pindah aplikasi mudah murah,"['x', 'daftar', 'paylater', 'gagal', 'transaksi', 'traveloka', 'mending', 'hapus', 'pindah', 'aplikasi', 'mudah', 'murah']",x daftar paylater gagal transaksi traveloka mending hapus pindah aplikasi mudah murah
"Saya mau cari informasi tentang hotel, kenapa sistemanya eror terus ya?? Sebelum di upgeread baik - baik saja, tp setelah di upgread jadi sering eror",1,Negatif,saya mau cari informasi tentang hotel kenapa sistemanya eror terus ya sebelum di upgeread baik  baik saja tp setelah di upgread jadi sering eror,cari informasi hotel sistemanya eror ya upgeread tp upgread eror,"['cari', 'informasi', 'hotel', 'sistemanya', 'eror', 'ya', 'upgeread', 'tp', 'upgread', 'eror']",cari informasi hotel sistemanya eror ya upgeread tp upgread eror
"Aplikasi yg membantu dlm pemesanan baik hotel dll, semoga selalu menjadi pilihan, tambah discount, souvenir atau promo2 untuk penggunanya.",5,Positif,aplikasi yg membantu dlm pemesanan baik hotel dll semoga selalu menjadi pilihan tambah discount souvenir atau promo untuk penggunanya,aplikasi yg membantu dlm pemesanan hotel dll semoga pilihan discount souvenir promo penggunanya,"['aplikasi', 'yg', 'membantu', 'dlm', 'pemesanan', 'hotel', 'dll', 'semoga', 'pilihan', 'discount', 'souvenir', 'promo', 'penggunanya']",aplikasi yg bantu dlm mesan hotel dll moga pilih discount souvenir promo guna
